customer_id,customer_name,email,age,gender,state,city,pincode,registration_date,income_bracket,customer_type,is_prime_member,preferred_category,acquisition_source
CUST00417,Karan Nair,user417@email.com,40,Male,Haryana,Faridabad,767714,2018-02-22,6-10L,New,0,Sports & Fitness,Referral
CUST00418,Nisha Rao,user418@email.com,33,Female,Telangana,Nizamabad,130505,2023-12-06,6-10L,VIP,0,Electronics,Social Media
CUST00419,Rahul Reddy,user419@email.com,27,Male,Delhi,Gurgaon,892511,2018-08-10,10-20L,Regular,1,Home & Kitchen,Organic Search
CUST00420,Aditya Mehta,user420@email.com,54,Female,Uttar Pradesh,Allahabad,523173,2019-01-09,<3L,Regular,1,Grocery,App Store
CUST00421,Deepika Mishra,user421@email.com,39,Female,Delhi,Gurgaon,497800,2021-07-23,<3L,Regular,0,Electronics,Social Media
CUST00422,Aditya Shah,user422@email.com,20,Female,Rajasthan,Jaipur,334798,2021-09-13,<3L,VIP,1,Automotive,App Store
CUST00423,Ishaan Rao,user423@email.com,28,Female,Madhya Pradesh,Gwalior,171333,2022-02-22,6-10L,Regular,0,Home & Kitchen,Organic Search
CUST00424,Aditya Gupta,user424@email.com,22,Female,West Bengal,Howrah,928802,2019-10-29,6-10L,Premium,0,Beauty & Health,Social Media
CUST00425,Karan Kumar,user425@email.com,24,Female,Karnataka,Mysuru,838364,2022-08-30,3-6L,Premium,0,Grocery,Email Campaign
CUST00426,Vikram Iyer,user426@email.com,34,Male,Rajasthan,Ajmer,961567,2020-08-07,10-20L,Regular,1,Automotive,Paid Ads
CUST00427,Varun Pillai,user427@email.com,32,Female,Madhya Pradesh,Ujjain,910152,2021-02-06,3-6L,Regular,0,Electronics,App Store
CUST00428,Isha Joshi,user428@email.com,30,Male,Karnataka,Bengaluru,784649,2022-03-22,<3L,Premium,1,Beauty & Health,Organic Search
CUST00429,Yash Gupta,user429@email.com,28,Male,Karnataka,Bengaluru,162252,2019-05-28,10-20L,Regular,1,Automotive,Organic Search
CUST00430,Mihir Trivedi,user430@email.com,58,Male,Delhi,Ghaziabad,638978,2019-06-30,<3L,New,0,Sports & Fitness,Organic Search
CUST00431,Meera Agarwal,user431@email.com,54,Female,Bihar,Muzaffarpur,493866,2020-02-03,6-10L,Regular,0,Automotive,Social Media
CUST00432,Karan Pillai,user432@email.com,55,Male,Bihar,Darbhanga,189553,2019-09-10,3-6L,Regular,0,Beauty & Health,Social Media
CUST00433,Rahul Gupta,user433@email.com,39,Male,Punjab,Jalandhar,475621,2020-10-29,>20L,Regular,0,Electronics,Organic Search
CUST00434,Manoj Kumar,user434@email.com,52,Female,Telangana,Khammam,596705,2019-08-10,<3L,Premium,1,Grocery,Referral
CUST00435,Ananya Agarwal,user435@email.com,54,Male,Haryana,Rohtak,231155,2023-10-18,3-6L,Regular,0,Beauty & Health,Referral
CUST00436,Nisha Singh,user436@email.com,54,Male,Karnataka,Hubli,185186,2019-07-30,<3L,Premium,1,Sports & Fitness,Organic Search
CUST00437,Aditya Reddy,user437@email.com,24,Female,Uttar Pradesh,Kanpur,176206,2023-04-01,6-10L,Regular,0,Office Supplies,App Store
CUST00438,Ananya Joshi,user438@email.com,35,Female,Madhya Pradesh,Bhopal,578397,2023-04-09,3-6L,Regular,1,Toys & Games,Organic Search
CUST00439,Anjali Pandey,user439@email.com,56,Male,Maharashtra,Mumbai,345568,2019-06-13,<3L,Premium,0,Sports & Fitness,Social Media
CUST00440,Deepika Sharma,user440@email.com,22,Female,Uttar Pradesh,Varanasi,679586,2023-03-16,3-6L,New,0,Office Supplies,Paid Ads
CUST00441,Utkarsh Pillai,user441@email.com,54,Other,Karnataka,Belgaum,263654,2023-05-28,10-20L,VIP,0,Home & Kitchen,Referral
CUST00442,Deepika Trivedi,user442@email.com,30,Male,Bihar,Patna,564396,2019-07-17,6-10L,Regular,1,Office Supplies,Email Campaign
CUST00443,Akash Pillai,user443@email.com,21,Male,Uttar Pradesh,Varanasi,110157,2020-10-01,3-6L,Regular,0,Books,Referral
CUST00444,Aditi Pillai,user444@email.com,30,Male,Karnataka,Mysuru,780968,2021-07-21,3-6L,Regular,0,Grocery,Organic Search
CUST00445,Divya Shah,user445@email.com,24,Female,Tamil Nadu,Trichy,130229,2019-12-10,<3L,New,1,Electronics,Email Campaign
CUST00446,Amit Banerjee,user446@email.com,29,Male,Tamil Nadu,Trichy,905218,2023-04-05,3-6L,Regular,0,Books,Email Campaign
CUST00447,Vikram Malhotra,user447@email.com,18,Male,Kerala,Kollam,194587,2020-07-26,6-10L,Premium,0,Electronics,Email Campaign
CUST00448,Ananya Mishra,user448@email.com,38,Male,Haryana,Faridabad,233093,2018-09-02,6-10L,Regular,0,Toys & Games,Paid Ads
CUST00449,Divya Pandey,user449@email.com,27,Male,Uttar Pradesh,Kanpur,723516,2020-08-23,3-6L,VIP,0,Toys & Games,Social Media
CUST00450,Sneha Mehta,user450@email.com,54,Female,Delhi,Noida,729316,2019-11-07,<3L,New,1,Office Supplies,Organic Search
CUST00451,Amit Verma,user451@email.com,45,Male,Haryana,Panipat,992806,2022-11-12,10-20L,Regular,0,Office Supplies,Email Campaign
CUST00452,Rajesh Shah,user452@email.com,44,Female,Delhi,Ghaziabad,553182,2019-08-20,<3L,Regular,1,Books,Organic Search
CUST00453,Aditi Rao,user453@email.com,34,Male,Madhya Pradesh,Gwalior,444126,2019-05-26,6-10L,Premium,0,Automotive,Organic Search
CUST00454,Aditi Mehta,user454@email.com,32,Female,Uttar Pradesh,Agra,155630,2022-12-23,<3L,New,0,Toys & Games,Referral
CUST00455,Pooja Rao,user455@email.com,19,Female,Andhra Pradesh,Nellore,326431,2022-06-03,3-6L,Regular,0,Grocery,Email Campaign
CUST00456,Deepika Pillai,user456@email.com,19,Female,Delhi,Gurgaon,413957,2018-11-18,6-10L,New,1,Home & Kitchen,App Store
CUST00457,Karan Gupta,user457@email.com,46,Female,Uttar Pradesh,Varanasi,135349,2020-06-08,3-6L,Regular,0,Fashion,Organic Search
CUST00458,Mihir Patel,user458@email.com,42,Male,Andhra Pradesh,Tirupati,608987,2022-03-16,6-10L,Regular,0,Fashion,Referral
CUST00459,Aarav Reddy,user459@email.com,57,Male,Telangana,Karimnagar,436144,2019-06-29,<3L,Regular,0,Beauty & Health,Email Campaign
CUST00460,Yash Mehta,user460@email.com,24,Male,Uttar Pradesh,Allahabad,392057,2019-04-07,6-10L,Premium,0,Home & Kitchen,Email Campaign
CUST00461,Karan Gupta,user461@email.com,48,Male,Haryana,Faridabad,860107,2023-03-01,3-6L,Premium,1,Sports & Fitness,Referral
CUST00462,Sunita Rao,user462@email.com,44,Female,Rajasthan,Kota,654180,2020-06-27,6-10L,Regular,0,Books,Social Media
CUST00463,Sanjay Pillai,user463@email.com,60,Male,Tamil Nadu,Madurai,843015,2021-12-26,6-10L,Regular,1,Office Supplies,Paid Ads
CUST00464,Amit Iyer,user464@email.com,42,Male,Uttar Pradesh,Kanpur,577012,2020-09-06,10-20L,Regular,1,Grocery,Email Campaign
CUST00465,Aditya Malhotra,user465@email.com,57,Female,West Bengal,Asansol,595496,2019-03-19,<3L,Regular,0,Automotive,Email Campaign
CUST00466,Pooja Mishra,user466@email.com,39,Other,Maharashtra,Thane,486247,2020-04-11,<3L,Regular,1,Beauty & Health,Social Media
CUST00467,Sneha Verma,user467@email.com,32,Male,Maharashtra,Thane,873931,2018-12-06,<3L,Premium,0,Grocery,App Store
CUST00468,Ananya Pillai,user468@email.com,32,Male,West Bengal,Kolkata,905463,2021-08-27,3-6L,Premium,0,Office Supplies,Organic Search
CUST00469,Akash Nair,user469@email.com,59,Male,Karnataka,Belgaum,618674,2018-07-12,>20L,Premium,0,Office Supplies,Organic Search
CUST00470,Aditi Verma,user470@email.com,47,Female,Bihar,Muzaffarpur,854018,2020-01-29,<3L,Regular,1,Grocery,Social Media
CUST00471,Priya Sharma,user471@email.com,43,Female,Bihar,Bhagalpur,515457,2019-11-19,3-6L,Regular,0,Toys & Games,Email Campaign
CUST00472,Yash Agarwal,user472@email.com,27,Female,West Bengal,Siliguri,986547,2021-11-22,3-6L,Premium,0,Electronics,Referral
CUST00473,Divya Singh,user473@email.com,45,Male,Bihar,Darbhanga,126174,2023-10-14,<3L,New,0,Home & Kitchen,Email Campaign
CUST00474,Yash Pandey,user474@email.com,39,Male,Haryana,Gurugram,489095,2018-11-21,6-10L,Regular,1,Home & Kitchen,Organic Search
CUST00475,Rajesh Verma,user475@email.com,57,Male,Madhya Pradesh,Indore,154100,2018-07-08,10-20L,Regular,0,Automotive,Organic Search
CUST00476,Varun Mehta,user476@email.com,43,Male,Bihar,Patna,941208,2019-04-20,<3L,Regular,0,Office Supplies,Email Campaign
CUST00477,Meera Mehta,user477@email.com,52,Female,Rajasthan,Udaipur,794809,2021-02-12,6-10L,New,0,Toys & Games,Organic Search
CUST00478,Priya Reddy,user478@email.com,30,Male,West Bengal,Asansol,777652,2022-03-10,3-6L,Regular,0,Electronics,App Store
CUST00479,Aarav Pandey,user479@email.com,24,Male,Bihar,Patna,163413,2023-09-20,10-20L,Regular,1,Toys & Games,Organic Search
CUST00480,Manoj Agarwal,user480@email.com,56,Other,Kerala,Kollam,960681,2020-01-16,10-20L,Regular,1,Beauty & Health,Organic Search
CUST00481,Riya Patel,user481@email.com,49,Female,Madhya Pradesh,Ujjain,483825,2023-06-20,3-6L,Regular,0,Beauty & Health,Social Media
CUST00482,Aditi Mishra,user482@email.com,47,Male,West Bengal,Asansol,539031,2022-09-26,3-6L,New,1,Sports & Fitness,Email Campaign
CUST00483,Ishaan Mehta,user483@email.com,51,Male,Uttar Pradesh,Lucknow,268820,2020-07-26,3-6L,Regular,0,Books,Social Media
CUST00484,Ananya Rao,user484@email.com,52,Female,West Bengal,Howrah,629019,2022-06-09,3-6L,Regular,1,Books,Referral
CUST00485,Sunita Joshi,user485@email.com,19,Female,Karnataka,Belgaum,592092,2020-02-05,>20L,Premium,0,Toys & Games,Social Media
CUST00486,Rohit Banerjee,user486@email.com,31,Male,West Bengal,Durgapur,709102,2022-05-27,3-6L,New,0,Automotive,Referral
CUST00487,Shreya Reddy,user487@email.com,58,Female,Rajasthan,Jodhpur,361899,2020-09-05,3-6L,Regular,0,Grocery,Organic Search
CUST00488,Isha Nair,user488@email.com,43,Male,Bihar,Patna,504065,2020-12-05,<3L,New,0,Office Supplies,Paid Ads
CUST00489,Meera Singh,user489@email.com,38,Male,Karnataka,Hubli,732266,2018-04-15,<3L,Premium,1,Grocery,Social Media
CUST00490,Varun Gupta,user490@email.com,26,Male,Delhi,Noida,213751,2022-09-19,<3L,Regular,0,Toys & Games,Organic Search
CUST00491,Karan Agarwal,user491@email.com,28,Female,Tamil Nadu,Coimbatore,442084,2018-04-13,6-10L,Premium,0,Office Supplies,Referral
CUST00492,Pooja Mishra,user492@email.com,26,Female,Madhya Pradesh,Bhopal,457822,2019-03-31,>20L,Premium,0,Toys & Games,Organic Search
CUST00493,Nisha Mishra,user493@email.com,38,Male,Bihar,Muzaffarpur,931308,2021-01-19,3-6L,Regular,0,Fashion,App Store
CUST00494,Tanvi Mishra,user494@email.com,37,Female,Kerala,Kollam,958818,2023-02-20,6-10L,Premium,1,Books,App Store
CUST00495,Manoj Banerjee,user495@email.com,39,Female,Madhya Pradesh,Bhopal,324480,2022-01-28,>20L,New,1,Beauty & Health,Social Media
CUST00496,Rahul Kumar,user496@email.com,30,Male,Karnataka,Bengaluru,298482,2018-01-11,3-6L,Regular,0,Sports & Fitness,Paid Ads
CUST00497,Mihir Pandey,user497@email.com,29,Female,Kerala,Thrissur,637466,2023-12-19,<3L,Regular,0,Books,Referral
CUST00498,Pooja Rao,user498@email.com,18,Female,Haryana,Hisar,152228,2018-07-03,3-6L,Premium,1,Beauty & Health,Email Campaign
CUST00499,Aditi Gupta,user499@email.com,50,Female,Tamil Nadu,Trichy,727730,2019-10-12,<3L,Premium,0,Toys & Games,Social Media
CUST00500,Pooja Pandey,user500@email.com,19,Male,West Bengal,Asansol,486396,2022-09-13,6-10L,Regular,0,Beauty & Health,Social Media
CUST00501,Meera Singh,user501@email.com,42,Male,Tamil Nadu,Trichy,673632,2023-11-19,3-6L,New,0,Beauty & Health,Referral
CUST00502,Divya Pandey,user502@email.com,33,Male,Rajasthan,Kota,448759,2018-03-25,6-10L,Regular,1,Books,Email Campaign
CUST00503,Varun Singh,user503@email.com,27,Male,Maharashtra,Pune,606804,2021-06-04,<3L,Regular,1,Fashion,Social Media
CUST00504,Meera Malhotra,user504@email.com,20,Female,Uttar Pradesh,Lucknow,857968,2023-06-16,6-10L,Regular,1,Sports & Fitness,App Store
CUST00505,Aditya Shah,user505@email.com,25,Male,Maharashtra,Nashik,948596,2021-05-04,3-6L,Regular,0,Toys & Games,App Store
CUST00506,Sunita Rao,user506@email.com,20,Female,Maharashtra,Nagpur,746802,2023-09-08,<3L,Regular,0,Office Supplies,Paid Ads
CUST00507,Rahul Shah,user507@email.com,26,Male,Telangana,Nizamabad,997314,2018-08-29,>20L,Regular,0,Beauty & Health,Referral
CUST00508,Isha Iyer,user508@email.com,21,Female,West Bengal,Howrah,468131,2021-05-21,6-10L,Regular,1,Sports & Fitness,Email Campaign
CUST00509,Varun Singh,user509@email.com,58,Male,Tamil Nadu,Chennai,293952,2023-07-23,6-10L,Regular,0,Electronics,Email Campaign
CUST00510,Varun Shah,user510@email.com,30,Female,Maharashtra,Nashik,466488,2018-12-21,3-6L,Regular,0,Toys & Games,Organic Search
CUST00511,Karan Sharma,user511@email.com,37,Female,Haryana,Faridabad,571245,2020-09-17,<3L,Regular,0,Toys & Games,Organic Search
CUST00512,Ananya Banerjee,user512@email.com,32,Female,Maharashtra,Pune,608028,2018-10-15,3-6L,Regular,1,Toys & Games,Email Campaign
CUST00513,Aditi Mehta,user513@email.com,22,Male,Uttar Pradesh,Kanpur,823836,2018-07-24,3-6L,New,0,Home & Kitchen,Social Media
CUST00514,Sanjay Rao,user514@email.com,46,Other,Uttar Pradesh,Kanpur,928870,2021-01-03,>20L,New,0,Grocery,Organic Search
CUST00515,Divya Singh,user515@email.com,42,Female,Kerala,Kozhikode,740227,2022-01-07,6-10L,Regular,1,Books,Social Media
CUST00516,Riya Mehta,user516@email.com,32,Male,Kerala,Thiruvananthapuram,923162,2021-08-26,6-10L,Premium,1,Toys & Games,Organic Search
CUST00517,Siddharth Kumar,user517@email.com,48,Female,West Bengal,Asansol,623899,2022-03-11,3-6L,Regular,1,Books,Organic Search
CUST00518,Deepika Patel,user518@email.com,44,Female,Maharashtra,Pune,226693,2019-03-30,3-6L,Regular,0,Automotive,Organic Search
CUST00519,Aarav Mishra,user519@email.com,45,Female,Haryana,Rohtak,146223,2021-10-07,3-6L,New,0,Beauty & Health,App Store
CUST00520,Amit Iyer,user520@email.com,34,Male,Punjab,Jalandhar,769255,2021-10-16,10-20L,Regular,1,Sports & Fitness,Paid Ads
CUST00521,Aditya Patel,user521@email.com,18,Female,Uttar Pradesh,Lucknow,572063,2019-02-15,<3L,New,0,Beauty & Health,Organic Search
CUST00522,Utkarsh Pandey,user522@email.com,45,Male,Kerala,Thrissur,264239,2023-03-29,3-6L,Premium,0,Fashion,Email Campaign
CUST00523,Isha Rao,user523@email.com,42,Male,Tamil Nadu,Coimbatore,281574,2023-01-21,6-10L,Regular,0,Grocery,Organic Search
CUST00524,Karan Pillai,user524@email.com,38,Male,Kerala,Thrissur,414120,2020-09-15,3-6L,New,1,Office Supplies,Paid Ads
CUST00525,Rahul Verma,user525@email.com,58,Male,Tamil Nadu,Salem,709491,2018-03-01,3-6L,Regular,0,Beauty & Health,Referral
CUST00526,Siddharth Singh,user526@email.com,35,Female,Maharashtra,Nashik,401294,2019-12-13,10-20L,New,1,Books,Organic Search
CUST00527,Meera Reddy,user527@email.com,56,Male,Karnataka,Mangaluru,538798,2023-10-08,10-20L,Regular,0,Sports & Fitness,Paid Ads
CUST00528,Utkarsh Banerjee,user528@email.com,60,Female,Tamil Nadu,Coimbatore,307303,2018-01-30,6-10L,Premium,1,Electronics,Paid Ads
CUST00529,Arjun Joshi,user529@email.com,23,Male,Tamil Nadu,Chennai,340366,2019-07-20,3-6L,Premium,0,Books,Referral
CUST00530,Rahul Kumar,user530@email.com,45,Female,Haryana,Gurugram,764535,2023-03-17,3-6L,Premium,1,Sports & Fitness,Referral
CUST00531,Amit Sharma,user531@email.com,44,Male,Telangana,Khammam,947989,2020-04-16,>20L,New,0,Electronics,Referral
CUST00532,Rohit Mehta,user532@email.com,19,Male,Haryana,Faridabad,616828,2018-11-20,3-6L,Regular,1,Office Supplies,Referral
CUST00533,Isha Shah,user533@email.com,53,Male,Rajasthan,Jaipur,118504,2022-06-04,3-6L,Regular,0,Home & Kitchen,Email Campaign
CUST00534,Ishaan Shah,user534@email.com,37,Female,Tamil Nadu,Coimbatore,614341,2020-04-14,3-6L,New,1,Books,Paid Ads
CUST00535,Akash Pillai,user535@email.com,27,Male,Punjab,Patiala,429049,2018-10-04,6-10L,Premium,0,Toys & Games,Organic Search
CUST00536,Priya Shah,user536@email.com,33,Male,Maharashtra,Mumbai,965544,2020-11-05,>20L,Premium,0,Fashion,Email Campaign
CUST00537,Priya Verma,user537@email.com,44,Male,Telangana,Khammam,182771,2022-01-04,10-20L,Regular,0,Toys & Games,Referral
CUST00538,Isha Shah,user538@email.com,23,Male,Bihar,Bhagalpur,294897,2021-12-01,3-6L,New,0,Electronics,Organic Search
CUST00539,Divya Joshi,user539@email.com,52,Male,Telangana,Hyderabad,272883,2018-05-01,3-6L,New,1,Electronics,Referral
CUST00540,Utkarsh Iyer,user540@email.com,18,Female,Tamil Nadu,Chennai,151155,2023-02-26,3-6L,Premium,1,Toys & Games,Paid Ads
CUST00541,Karan Trivedi,user541@email.com,30,Male,Karnataka,Mysuru,190178,2020-07-14,3-6L,Regular,0,Automotive,Social Media
CUST00542,Isha Malhotra,user542@email.com,55,Female,Madhya Pradesh,Indore,107744,2023-03-23,<3L,New,1,Books,Referral
CUST00543,Sunita Reddy,user543@email.com,23,Male,Delhi,New Delhi,350924,2020-03-05,3-6L,Regular,0,Sports & Fitness,Organic Search
CUST00544,Vikram Malhotra,user544@email.com,19,Male,Telangana,Hyderabad,569196,2022-05-11,6-10L,VIP,0,Home & Kitchen,Email Campaign
CUST00545,Mihir Kumar,user545@email.com,60,Female,Maharashtra,Pune,245388,2019-09-12,3-6L,VIP,1,Home & Kitchen,Organic Search
CUST00546,Manoj Iyer,user546@email.com,38,Male,Tamil Nadu,Madurai,294164,2018-07-10,3-6L,Regular,1,Sports & Fitness,Social Media
CUST00547,Rahul Gupta,user547@email.com,52,Male,West Bengal,Siliguri,160650,2019-05-24,<3L,Regular,1,Sports & Fitness,Social Media
CUST00548,Sunita Mishra,user548@email.com,53,Male,Delhi,Ghaziabad,118503,2018-07-01,3-6L,Premium,0,Sports & Fitness,Organic Search
CUST00549,Rohit Malhotra,user549@email.com,33,Female,Rajasthan,Ajmer,855297,2023-06-28,>20L,VIP,0,Toys & Games,Organic Search
CUST00550,Yash Nair,user550@email.com,20,Male,Bihar,Gaya,416269,2021-09-05,<3L,Premium,0,Electronics,Email Campaign
CUST00551,Ananya Agarwal,user551@email.com,33,Male,Telangana,Karimnagar,769573,2020-01-31,6-10L,VIP,0,Electronics,Social Media
CUST00552,Aditya Reddy,user552@email.com,27,Female,Haryana,Hisar,157693,2023-06-02,<3L,New,0,Toys & Games,Referral
CUST00553,Sanjay Nair,user553@email.com,31,Female,West Bengal,Howrah,293185,2023-01-26,6-10L,Regular,1,Office Supplies,Email Campaign
CUST00554,Riya Shah,user554@email.com,22,Other,Maharashtra,Nashik,480823,2023-09-09,10-20L,New,1,Home & Kitchen,Email Campaign
CUST00555,Akash Banerjee,user555@email.com,21,Male,Kerala,Thiruvananthapuram,635023,2023-01-27,6-10L,Regular,0,Books,Organic Search
CUST00556,Vikram Shah,user556@email.com,57,Male,Andhra Pradesh,Visakhapatnam,974398,2021-05-10,3-6L,Premium,1,Toys & Games,Paid Ads
CUST00557,Sneha Patel,user557@email.com,19,Male,Andhra Pradesh,Nellore,363049,2019-06-06,10-20L,New,0,Electronics,Referral
CUST00558,Karan Rao,user558@email.com,32,Male,Rajasthan,Udaipur,437900,2023-10-17,<3L,New,0,Office Supplies,Referral
CUST00559,Akash Sharma,user559@email.com,59,Female,Karnataka,Mangaluru,476763,2021-09-02,6-10L,Premium,1,Office Supplies,Referral
CUST00560,Akash Pandey,user560@email.com,41,Male,Madhya Pradesh,Gwalior,685126,2023-10-07,6-10L,Premium,1,Sports & Fitness,Paid Ads
CUST00561,Shreya Agarwal,user561@email.com,44,Female,Tamil Nadu,Coimbatore,811240,2019-02-03,3-6L,Regular,0,Home & Kitchen,Paid Ads
CUST00562,Arjun Iyer,user562@email.com,46,Female,Punjab,Chandigarh,607868,2020-01-29,<3L,New,1,Beauty & Health,Referral
CUST00563,Deepika Reddy,user563@email.com,40,Female,Rajasthan,Udaipur,680332,2022-05-29,10-20L,VIP,0,Grocery,App Store
CUST00564,Aditya Iyer,user564@email.com,54,Male,Delhi,Noida,338442,2018-11-21,3-6L,New,1,Office Supplies,Organic Search
CUST00565,Amit Gupta,user565@email.com,25,Female,Bihar,Gaya,286982,2023-04-02,6-10L,Regular,1,Sports & Fitness,Social Media
CUST00566,Amit Gupta,user566@email.com,43,Male,Bihar,Gaya,503683,2018-06-22,6-10L,Premium,1,Fashion,Email Campaign
CUST00567,Ishaan Shah,user567@email.com,43,Female,Delhi,Gurgaon,330908,2022-08-17,10-20L,New,1,Home & Kitchen,Paid Ads
CUST00568,Utkarsh Nair,user568@email.com,35,Female,Tamil Nadu,Madurai,111261,2018-09-23,<3L,Regular,0,Beauty & Health,Paid Ads
CUST00569,Isha Mishra,user569@email.com,40,Female,Haryana,Faridabad,160814,2020-01-11,<3L,Regular,1,Office Supplies,Paid Ads
CUST00570,Mihir Sharma,user570@email.com,50,Female,Tamil Nadu,Coimbatore,267645,2022-05-28,<3L,Regular,1,Grocery,Organic Search
CUST00571,Aditi Gupta,user571@email.com,54,Female,Andhra Pradesh,Vijayawada,482297,2023-10-10,6-10L,Regular,1,Toys & Games,Email Campaign
CUST00572,Kavya Reddy,user572@email.com,55,Male,Delhi,Noida,528823,2020-09-28,6-10L,New,0,Electronics,Paid Ads
CUST00573,Deepika Malhotra,user573@email.com,34,Male,West Bengal,Durgapur,937321,2023-12-01,3-6L,Regular,0,Home & Kitchen,Organic Search
CUST00574,Aarav Banerjee,user574@email.com,57,Female,Karnataka,Mysuru,941519,2022-11-25,>20L,Premium,1,Office Supplies,Referral
CUST00575,Arjun Pillai,user575@email.com,51,Male,Karnataka,Hubli,919973,2021-03-25,10-20L,Regular,0,Beauty & Health,Organic Search
CUST00576,Pooja Agarwal,user576@email.com,34,Male,Madhya Pradesh,Gwalior,530217,2019-02-27,<3L,Regular,0,Toys & Games,Social Media
CUST00577,Rohit Rao,user577@email.com,40,Female,Tamil Nadu,Madurai,379753,2019-07-10,<3L,Regular,1,Sports & Fitness,Referral
CUST00578,Rahul Gupta,user578@email.com,42,Female,Madhya Pradesh,Indore,306305,2023-02-06,6-10L,Premium,1,Toys & Games,Organic Search
CUST00579,Anjali Gupta,user579@email.com,31,Female,Delhi,Noida,942756,2023-12-30,<3L,Regular,0,Books,Social Media
CUST00580,Ishaan Pandey,user580@email.com,49,Female,Haryana,Faridabad,916024,2020-10-08,6-10L,Premium,1,Office Supplies,Email Campaign
CUST00581,Aditya Malhotra,user581@email.com,50,Female,Uttar Pradesh,Lucknow,238572,2018-03-22,6-10L,Regular,0,Beauty & Health,Social Media
CUST00582,Manoj Singh,user582@email.com,29,Male,Uttar Pradesh,Allahabad,678239,2021-04-04,6-10L,New,0,Books,App Store
CUST00583,Arjun Nair,user583@email.com,58,Female,Maharashtra,Mumbai,492428,2018-08-31,<3L,Regular,1,Home & Kitchen,App Store
CUST00584,Yash Joshi,user584@email.com,18,Female,Kerala,Kozhikode,330479,2019-07-11,6-10L,Regular,0,Home & Kitchen,Email Campaign
CUST00585,Nisha Banerjee,user585@email.com,54,Female,Tamil Nadu,Salem,226505,2020-07-01,<3L,New,0,Automotive,Referral
CUST00586,Meera Sharma,user586@email.com,60,Female,Uttar Pradesh,Varanasi,760990,2023-07-20,3-6L,Regular,1,Fashion,Paid Ads
CUST00587,Sneha Mehta,user587@email.com,38,Female,Kerala,Kochi,219874,2018-11-07,>20L,Premium,0,Grocery,Paid Ads
CUST00588,Priya Mehta,user588@email.com,43,Female,Telangana,Karimnagar,950746,2022-04-27,10-20L,VIP,0,Books,Organic Search
CUST00589,Utkarsh Singh,user589@email.com,29,Male,West Bengal,Kolkata,468900,2022-10-27,3-6L,New,0,Home & Kitchen,Organic Search
CUST00590,Arjun Rao,user590@email.com,58,Female,Rajasthan,Jodhpur,920379,2022-05-15,6-10L,Premium,0,Beauty & Health,Email Campaign
CUST00591,Amit Verma,user591@email.com,53,Female,Maharashtra,Mumbai,696440,2018-04-04,>20L,VIP,0,Office Supplies,Social Media
CUST00592,Amit Reddy,user592@email.com,47,Male,Delhi,Noida,970638,2019-08-10,6-10L,Regular,0,Home & Kitchen,Organic Search
CUST00593,Akash Reddy,user593@email.com,36,Male,Kerala,Kollam,638401,2019-04-25,6-10L,Premium,0,Sports & Fitness,Organic Search
CUST00594,Rajesh Kumar,user594@email.com,24,Male,Delhi,Faridabad,688275,2019-11-22,6-10L,New,0,Beauty & Health,Paid Ads
CUST00595,Anjali Joshi,user595@email.com,48,Male,Telangana,Hyderabad,835868,2021-08-16,3-6L,Premium,0,Home & Kitchen,Referral
CUST00596,Utkarsh Nair,user596@email.com,30,Male,Rajasthan,Udaipur,407017,2021-01-11,3-6L,New,0,Automotive,Paid Ads
CUST00597,Utkarsh Banerjee,user597@email.com,33,Other,Gujarat,Surat,369013,2018-02-28,6-10L,Premium,0,Books,Email Campaign
CUST00598,Aarav Iyer,user598@email.com,53,Male,Punjab,Ludhiana,594838,2021-11-20,10-20L,New,0,Fashion,Organic Search
CUST00599,Akash Pillai,user599@email.com,37,Male,Telangana,Karimnagar,163804,2023-02-09,>20L,Regular,0,Grocery,Social Media
CUST00600,Ishaan Joshi,user600@email.com,43,Male,Haryana,Panipat,558093,2018-01-06,3-6L,New,1,Beauty & Health,Organic Search
CUST00601,Anjali Verma,user601@email.com,39,Female,Kerala,Kozhikode,709773,2021-02-04,3-6L,Premium,0,Grocery,Referral
CUST00602,Siddharth Banerjee,user602@email.com,23,Female,Delhi,New Delhi,720960,2022-06-16,10-20L,Regular,0,Automotive,Organic Search
CUST00603,Siddharth Verma,user603@email.com,54,Male,Kerala,Kollam,114890,2020-07-16,<3L,Regular,0,Sports & Fitness,Referral
CUST00604,Ishaan Trivedi,user604@email.com,59,Female,Karnataka,Mysuru,706290,2020-02-22,3-6L,Regular,0,Office Supplies,Referral
CUST00605,Akash Patel,user605@email.com,51,Female,Punjab,Jalandhar,551798,2021-04-25,6-10L,Regular,0,Home & Kitchen,Referral
CUST00606,Aarav Pandey,user606@email.com,35,Male,Rajasthan,Kota,328928,2019-03-02,>20L,New,0,Beauty & Health,App Store
CUST00607,Karan Iyer,user607@email.com,53,Female,Maharashtra,Thane,749863,2019-09-26,10-20L,New,1,Home & Kitchen,Organic Search
CUST00608,Riya Nair,user608@email.com,33,Male,Kerala,Thiruvananthapuram,580340,2021-05-01,3-6L,Regular,0,Grocery,Social Media
CUST00609,Priya Singh,user609@email.com,19,Female,Madhya Pradesh,Ujjain,592882,2019-06-20,<3L,Regular,1,Automotive,Paid Ads
CUST00610,Shreya Iyer,user610@email.com,45,Female,Punjab,Ludhiana,625490,2019-11-20,10-20L,New,0,Fashion,Paid Ads
